,ID,Demographic,Value,Joining Date
201,215044,Ethnicity,White,2023-05-09
202,215044,Date of Birth,9/11/2011,2023-05-09
203,215044,Account Type,Basic,2023-05-09
204,525493,Ethnicity,Other,2023-05-21
205,525493,Date of Birth,3/28/1976,2023-05-21
206,525493,Account Type,Platinum,2023-05-21
207,159526,Ethnicity,Asian,2023-05-09
208,159526,Date of Birth,12/22/1986,2023-05-09
209,159526,Account Type,Basic,2023-05-09
210,366251,Ethnicity,Other,2023-05-22
211,366251,Date of Birth,8/28/1963,2023-05-22
212,366251,Account Type,Gold,2023-05-22
213,490418,Ethnicity,White,2023-05-02
214,490418,Date of Birth,9/29/1950,2023-05-02
215,490418,Account Type,Basic,2023-05-02
216,100185,Ethnicity,Asian,2023-05-20
217,100185,Date of Birth,7/29/1952,2023-05-20
218,100185,Account Type,Basic,2023-05-20
219,586258,Ethnicity,Black,2023-05-30
220,586258,Date of Birth,12/12/2018,2023-05-30
221,586258,Account Type,Platinum,2023-05-30
222,352584,Ethnicity,Black,2023-05-16
223,352584,Date of Birth,6/13/2000,2023-05-16
224,352584,Account Type,Basic,2023-05-16
225,248692,Ethnicity,Black,2023-05-01
226,248692,Date of Birth,3/10/1949,2023-05-01
227,248692,Account Type,Basic,2023-05-01
0,221128,Ethnicity,Black,2023-06-29
1,221128,Date of Birth,8/16/1978,2023-06-29
2,221128,Account Type,Basic,2023-06-29
3,621556,Ethnicity,White,2023-06-18
4,621556,Date of Birth,12/12/2010,2023-06-18
5,621556,Account Type,Basic,2023-06-18
6,725200,Ethnicity,Asian,2023-06-23
7,725200,Date of Birth,3/26/1952,2023-06-23
8,725200,Account Type,Basic,2023-06-23
9,120476,Ethnicity,Other,2023-06-18
10,120476,Date of Birth,5/27/1976,2023-06-18
11,120476,Account Type,Platinum,2023-06-18
12,314997,Ethnicity,Other,2023-06-23
13,314997,Date of Birth,7/31/2001,2023-06-23
14,314997,Account Type,Gold,2023-06-23
15,667852,Ethnicity,Black,2023-06-27
16,667852,Date of Birth,3/28/1947,2023-06-27
17,667852,Account Type,Basic,2023-06-27
18,890532,Ethnicity,White,2023-06-16
19,890532,Date of Birth,4/15/1988,2023-06-16
20,890532,Account Type,Gold,2023-06-16
21,223660,Ethnicity,White,2023-06-28
22,223660,Date of Birth,10/20/1986,2023-06-28
23,223660,Account Type,Gold,2023-06-28
24,460383,Ethnicity,Black,2023-06-29
25,460383,Date of Birth,8/16/1994,2023-06-29
26,460383,Account Type,Basic,2023-06-29
27,994289,Ethnicity,White,2023-06-16
28,994289,Date of Birth,5/9/1990,2023-06-16
29,994289,Account Type,Gold,2023-06-16
30,202785,Ethnicity,Black,2023-06-08
31,202785,Date of Birth,9/11/1948,2023-06-08
32,202785,Account Type,Platinum,2023-06-08
33,539530,Ethnicity,Other,2023-06-20
34,539530,Date of Birth,3/2/1983,2023-06-20
35,539530,Account Type,Basic,2023-06-20
36,868733,Ethnicity,Asian,2023-06-22
37,868733,Date of Birth,2/17/1967,2023-06-22
38,868733,Account Type,Basic,2023-06-22
39,970794,Ethnicity,Asian,2023-06-26
40,970794,Date of Birth,11/1/1969,2023-06-26
41,970794,Account Type,Platinum,2023-06-26
42,467340,Ethnicity,White,2023-06-19
43,467340,Date of Birth,9/4/1984,2023-06-19
44,467340,Account Type,Platinum,2023-06-19
45,569939,Ethnicity,Black,2023-06-15
46,569939,Date of Birth,12/11/2015,2023-06-15
47,569939,Account Type,Gold,2023-06-15
48,925655,Ethnicity,Asian,2023-06-26
49,925655,Date of Birth,12/26/2017,2023-06-26
50,925655,Account Type,Gold,2023-06-26
51,589567,Ethnicity,Black,2023-06-17
52,589567,Date of Birth,5/10/1961,2023-06-17
53,589567,Account Type,Platinum,2023-06-17
54,957074,Ethnicity,Other,2023-06-28
55,957074,Date of Birth,9/18/1964,2023-06-28
56,957074,Account Type,Gold,2023-06-28
57,601428,Ethnicity,White,2023-06-29
58,601428,Date of Birth,12/23/1980,2023-06-29
59,601428,Account Type,Platinum,2023-06-29
60,713519,Ethnicity,White,2023-06-04
61,713519,Date of Birth,2/25/1964,2023-06-04
62,713519,Account Type,Gold,2023-06-04
63,149481,Ethnicity,Asian,2023-06-18
64,149481,Date of Birth,6/26/1959,2023-06-18
65,149481,Account Type,Basic,2023-06-18
66,496679,Ethnicity,Black,2023-06-08
67,496679,Date of Birth,10/19/1951,2023-06-08
68,496679,Account Type,Basic,2023-06-08
69,549280,Ethnicity,Black,2023-06-30
70,549280,Date of Birth,12/3/1971,2023-06-30
71,549280,Account Type,Platinum,2023-06-30
72,731015,Ethnicity,Other,2023-06-10
73,731015,Date of Birth,12/2/1955,2023-06-10
74,731015,Account Type,Basic,2023-06-10
75,564633,Ethnicity,Black,2023-06-20
76,564633,Date of Birth,6/1/2011,2023-06-20
77,564633,Account Type,Gold,2023-06-20
78,979311,Ethnicity,White,2023-06-08
79,979311,Date of Birth,12/8/2010,2023-06-08
80,979311,Account Type,Platinum,2023-06-08
81,492316,Ethnicity,Other,2023-06-13
82,492316,Date of Birth,5/28/1964,2023-06-13
83,492316,Account Type,Platinum,2023-06-13
84,458440,Ethnicity,White,2023-06-04
85,458440,Date of Birth,7/21/1989,2023-06-04
86,458440,Account Type,Gold,2023-06-04
87,850891,Ethnicity,Black,2023-06-11
88,850891,Date of Birth,4/14/1941,2023-06-11
89,850891,Account Type,Basic,2023-06-11
90,560790,Ethnicity,Other,2023-06-01
91,560790,Date of Birth,5/25/2006,2023-06-01
92,560790,Account Type,Basic,2023-06-01
93,336329,Ethnicity,White,2023-06-28
94,336329,Date of Birth,1/23/1947,2023-06-28
95,336329,Account Type,Platinum,2023-06-28
96,202010,Ethnicity,Black,2023-06-09
97,202010,Date of Birth,11/23/1988,2023-06-09
98,202010,Account Type,Gold,2023-06-09
99,649840,Ethnicity,Asian,2023-06-11
100,649840,Date of Birth,2/28/1947,2023-06-11
101,649840,Account Type,Basic,2023-06-11
102,949894,Ethnicity,Asian,2023-06-22
103,949894,Date of Birth,12/21/1946,2023-06-22
104,949894,Account Type,Gold,2023-06-22
105,234458,Ethnicity,White,2023-06-27
106,234458,Date of Birth,5/29/2010,2023-06-27
107,234458,Account Type,Basic,2023-06-27
108,466462,Ethnicity,Black,2023-06-19
109,466462,Date of Birth,5/8/1942,2023-06-19
110,466462,Account Type,Platinum,2023-06-19
111,571041,Ethnicity,Other,2023-06-07
112,571041,Date of Birth,4/16/1947,2023-06-07
113,571041,Account Type,Basic,2023-06-07
114,847929,Ethnicity,Asian,2023-06-16
115,847929,Date of Birth,10/14/1951,2023-06-16
116,847929,Account Type,Basic,2023-06-16
117,865336,Ethnicity,Other,2023-06-15
118,865336,Date of Birth,11/27/1969,2023-06-15
119,865336,Account Type,Gold,2023-06-15
120,900289,Ethnicity,Other,2023-06-16
121,900289,Date of Birth,1/29/1987,2023-06-16
122,900289,Account Type,Basic,2023-06-16
123,343987,Ethnicity,Other,2023-06-25
124,343987,Date of Birth,7/31/2010,2023-06-25
125,343987,Account Type,Gold,2023-06-25
126,345349,Ethnicity,Black,2023-06-26
127,345349,Date of Birth,2/22/2013,2023-06-26
128,345349,Account Type,Basic,2023-06-26
129,430898,Ethnicity,Other,2023-06-11
130,430898,Date of Birth,5/4/1947,2023-06-11
131,430898,Account Type,Basic,2023-06-11
132,131132,Ethnicity,White,2023-06-29
133,131132,Date of Birth,8/6/1949,2023-06-29
134,131132,Account Type,Platinum,2023-06-29
135,814220,Ethnicity,Other,2023-06-09
136,814220,Date of Birth,4/21/1942,2023-06-09
137,814220,Account Type,Basic,2023-06-09
138,467421,Ethnicity,Asian,2023-06-02
139,467421,Date of Birth,4/12/1975,2023-06-02
140,467421,Account Type,Basic,2023-06-02
141,687384,Ethnicity,Asian,2023-06-15
142,687384,Date of Birth,4/2/1963,2023-06-15
143,687384,Account Type,Basic,2023-06-15
144,202946,Ethnicity,Black,2023-06-18
145,202946,Date of Birth,9/16/1960,2023-06-18
146,202946,Account Type,Gold,2023-06-18
147,683299,Ethnicity,Asian,2023-06-05
148,683299,Date of Birth,9/12/2000,2023-06-05
149,683299,Account Type,Basic,2023-06-05
150,503844,Ethnicity,Asian,2023-06-25
151,503844,Date of Birth,10/2/1981,2023-06-25
152,503844,Account Type,Basic,2023-06-25
153,214055,Ethnicity,Asian,2023-06-21
154,214055,Date of Birth,12/4/1976,2023-06-21
155,214055,Account Type,Basic,2023-06-21
156,830903,Ethnicity,Other,2023-06-07
157,830903,Date of Birth,3/3/1994,2023-06-07
158,830903,Account Type,Gold,2023-06-07
159,654273,Ethnicity,Black,2023-06-16
160,654273,Date of Birth,10/10/1942,2023-06-16
161,654273,Account Type,Gold,2023-06-16
162,451936,Ethnicity,Asian,2023-06-10
163,451936,Date of Birth,10/22/1958,2023-06-10
164,451936,Account Type,Basic,2023-06-10
165,561709,Ethnicity,Asian,2023-06-30
166,561709,Date of Birth,11/23/1959,2023-06-30
167,561709,Account Type,Basic,2023-06-30
168,603071,Ethnicity,Other,2023-06-25
169,603071,Date of Birth,5/7/1969,2023-06-25
170,603071,Account Type,Basic,2023-06-25
171,298919,Ethnicity,Asian,2023-06-03
172,298919,Date of Birth,7/17/2008,2023-06-03
173,298919,Account Type,Platinum,2023-06-03
174,729571,Ethnicity,Black,2023-06-26
175,729571,Date of Birth,8/1/2004,2023-06-26
176,729571,Account Type,Platinum,2023-06-26
177,182216,Ethnicity,Other,2023-06-11
178,182216,Date of Birth,2/13/1979,2023-06-11
179,182216,Account Type,Platinum,2023-06-11
180,510071,Ethnicity,Other,2023-06-13
181,510071,Date of Birth,10/10/1992,2023-06-13
182,510071,Account Type,Platinum,2023-06-13
183,610633,Ethnicity,Black,2023-06-08
184,610633,Date of Birth,7/13/1993,2023-06-08
185,610633,Account Type,Gold,2023-06-08
186,339084,Ethnicity,Asian,2023-06-27
187,339084,Date of Birth,10/6/1963,2023-06-27
188,339084,Account Type,Platinum,2023-06-27
189,397552,Ethnicity,Other,2023-06-11
190,397552,Date of Birth,10/31/1941,2023-06-11
191,397552,Account Type,Gold,2023-06-11
192,918799,Ethnicity,White,2023-06-04
193,918799,Date of Birth,10/22/2010,2023-06-04
194,918799,Account Type,Gold,2023-06-04
195,700604,Ethnicity,White,2023-06-30
196,700604,Date of Birth,8/24/1969,2023-06-30
197,700604,Account Type,Gold,2023-06-30
198,466954,Ethnicity,Black,2023-06-17
199,466954,Date of Birth,3/5/1955,2023-06-17
200,466954,Account Type,Basic,2023-06-17
201,128016,Ethnicity,Black,2023-06-04
202,128016,Date of Birth,10/26/1952,2023-06-04
203,128016,Account Type,Platinum,2023-06-04
204,436308,Ethnicity,White,2023-06-24
205,436308,Date of Birth,10/3/1959,2023-06-24
206,436308,Account Type,Basic,2023-06-24
207,325644,Ethnicity,White,2023-06-24
208,325644,Date of Birth,3/20/1995,2023-06-24
209,325644,Account Type,Basic,2023-06-24
210,809555,Ethnicity,Other,2023-06-26
211,809555,Date of Birth,5/7/1952,2023-06-26
212,809555,Account Type,Basic,2023-06-26
213,907496,Ethnicity,Asian,2023-06-09
214,907496,Date of Birth,12/22/2002,2023-06-09
215,907496,Account Type,Platinum,2023-06-09
216,459563,Ethnicity,Black,2023-06-06
217,459563,Date of Birth,3/15/1963,2023-06-06
218,459563,Account Type,Gold,2023-06-06
219,302454,Ethnicity,Asian,2023-06-19
220,302454,Date of Birth,7/25/2018,2023-06-19
221,302454,Account Type,Platinum,2023-06-19
222,791553,Ethnicity,White,2023-06-28
223,791553,Date of Birth,9/24/1982,2023-06-28
224,791553,Account Type,Gold,2023-06-28
225,785906,Ethnicity,Asian,2023-06-22
226,785906,Date of Birth,6/20/1967,2023-06-22
227,785906,Account Type,Basic,2023-06-22
228,717206,Ethnicity,Black,2023-06-21
229,717206,Date of Birth,6/19/1963,2023-06-21
230,717206,Account Type,Platinum,2023-06-21
231,993112,Ethnicity,Asian,2023-06-30
232,993112,Date of Birth,10/2/1942,2023-06-30
233,993112,Account Type,Platinum,2023-06-30
234,369873,Ethnicity,Black,2023-06-10
235,369873,Date of Birth,9/8/1972,2023-06-10
236,369873,Account Type,Gold,2023-06-10
237,637797,Ethnicity,Asian,2023-06-01
238,637797,Date of Birth,9/11/1956,2023-06-01
239,637797,Account Type,Platinum,2023-06-01
240,304982,Ethnicity,Other,2023-06-25
241,304982,Date of Birth,4/8/1979,2023-06-25
242,304982,Account Type,Platinum,2023-06-25
243,338686,Ethnicity,White,2023-06-25
244,338686,Date of Birth,12/17/1979,2023-06-25
245,338686,Account Type,Gold,2023-06-25
246,768053,Ethnicity,White,2023-06-14
247,768053,Date of Birth,1/17/1998,2023-06-14
248,768053,Account Type,Gold,2023-06-14
249,349244,Ethnicity,Asian,2023-06-03
250,349244,Date of Birth,1/18/2007,2023-06-03
251,349244,Account Type,Basic,2023-06-03
252,628497,Ethnicity,Asian,2023-06-21
253,628497,Date of Birth,10/26/2005,2023-06-21
254,628497,Account Type,Platinum,2023-06-21
255,560440,Ethnicity,Asian,2023-06-24
256,560440,Date of Birth,5/30/1979,2023-06-24
257,560440,Account Type,Basic,2023-06-24
258,881325,Ethnicity,Other,2023-06-21
259,881325,Date of Birth,7/11/1981,2023-06-21
260,881325,Account Type,Basic,2023-06-21
261,311336,Ethnicity,Black,2023-06-22
262,311336,Date of Birth,11/12/2018,2023-06-22
263,311336,Account Type,Platinum,2023-06-22
0,245830,Ethnicity,Asian,2023-07-06
1,245830,Date of Birth,9/2/1972,2023-07-06
2,245830,Account Type,Basic,2023-07-06
3,814161,Ethnicity,Black,2023-07-03
4,814161,Date of Birth,12/2/1999,2023-07-03
5,814161,Account Type,Gold,2023-07-03
6,593940,Ethnicity,Black,2023-07-16
7,593940,Date of Birth,3/18/1981,2023-07-16
8,593940,Account Type,Gold,2023-07-16
9,419675,Ethnicity,Black,2023-07-27
10,419675,Date of Birth,6/19/1965,2023-07-27
11,419675,Account Type,Gold,2023-07-27
12,849187,Ethnicity,Other,2023-07-08
13,849187,Date of Birth,10/27/1951,2023-07-08
14,849187,Account Type,Platinum,2023-07-08
15,704346,Ethnicity,Other,2023-07-13
16,704346,Date of Birth,11/4/1978,2023-07-13
17,704346,Account Type,Gold,2023-07-13
18,116248,Ethnicity,White,2023-07-02
19,116248,Date of Birth,2/4/2004,2023-07-02
20,116248,Account Type,Basic,2023-07-02
21,489429,Ethnicity,Black,2023-07-01
22,489429,Date of Birth,11/16/2007,2023-07-01
23,489429,Account Type,Platinum,2023-07-01
24,424911,Ethnicity,Asian,2023-07-16
25,424911,Date of Birth,3/21/1947,2023-07-16
26,424911,Account Type,Platinum,2023-07-16
27,970978,Ethnicity,White,2023-07-08
28,970978,Date of Birth,1/28/1945,2023-07-08
29,970978,Account Type,Platinum,2023-07-08
30,494955,Ethnicity,Other,2023-07-17
31,494955,Date of Birth,7/2/1985,2023-07-17
32,494955,Account Type,Platinum,2023-07-17
33,481921,Ethnicity,Asian,2023-07-19
34,481921,Date of Birth,5/5/1970,2023-07-19
35,481921,Account Type,Gold,2023-07-19
36,823045,Ethnicity,Black,2023-07-12
37,823045,Date of Birth,1/23/1990,2023-07-12
38,823045,Account Type,Basic,2023-07-12
39,990258,Ethnicity,Black,2023-07-16
40,990258,Date of Birth,12/3/1998,2023-07-16
41,990258,Account Type,Gold,2023-07-16
42,681753,Ethnicity,Black,2023-07-07
43,681753,Date of Birth,9/1/2019,2023-07-07
44,681753,Account Type,Basic,2023-07-07
45,465769,Ethnicity,White,2023-07-14
46,465769,Date of Birth,2/10/1979,2023-07-14
47,465769,Account Type,Platinum,2023-07-14
48,890720,Ethnicity,White,2023-07-07
49,890720,Date of Birth,9/20/1967,2023-07-07
50,890720,Account Type,Gold,2023-07-07
51,514489,Ethnicity,Black,2023-07-10
52,514489,Date of Birth,5/3/2005,2023-07-10
53,514489,Account Type,Basic,2023-07-10
54,964885,Ethnicity,Asian,2023-07-31
55,964885,Date of Birth,1/5/1990,2023-07-31
56,964885,Account Type,Basic,2023-07-31
57,256154,Ethnicity,Asian,2023-07-12
58,256154,Date of Birth,3/30/1957,2023-07-12
59,256154,Account Type,Gold,2023-07-12
60,115578,Ethnicity,Black,2023-07-29
61,115578,Date of Birth,9/2/1961,2023-07-29
62,115578,Account Type,Gold,2023-07-29
63,111490,Ethnicity,Black,2023-07-02
64,111490,Date of Birth,3/1/1946,2023-07-02
65,111490,Account Type,Basic,2023-07-02
66,344841,Ethnicity,White,2023-07-30
67,344841,Date of Birth,12/9/2002,2023-07-30
68,344841,Account Type,Basic,2023-07-30
69,210727,Ethnicity,White,2023-07-25
70,210727,Date of Birth,4/6/1968,2023-07-25
71,210727,Account Type,Platinum,2023-07-25
72,466664,Ethnicity,Asian,2023-07-16
73,466664,Date of Birth,5/14/1981,2023-07-16
74,466664,Account Type,Basic,2023-07-16
75,739156,Ethnicity,White,2023-07-27
76,739156,Date of Birth,10/20/1976,2023-07-27
77,739156,Account Type,Platinum,2023-07-27
78,192752,Ethnicity,Asian,2023-07-12
79,192752,Date of Birth,8/29/1981,2023-07-12
80,192752,Account Type,Basic,2023-07-12
81,656037,Ethnicity,White,2023-07-11
82,656037,Date of Birth,8/17/1961,2023-07-11
83,656037,Account Type,Platinum,2023-07-11
84,316468,Ethnicity,Asian,2023-07-23
85,316468,Date of Birth,9/22/1963,2023-07-23
86,316468,Account Type,Gold,2023-07-23
87,788351,Ethnicity,White,2023-07-14
88,788351,Date of Birth,5/7/1985,2023-07-14
89,788351,Account Type,Platinum,2023-07-14
90,114484,Ethnicity,Black,2023-07-20
91,114484,Date of Birth,1/19/1987,2023-07-20
92,114484,Account Type,Basic,2023-07-20
93,211683,Ethnicity,Other,2023-07-02
94,211683,Date of Birth,9/4/2005,2023-07-02
95,211683,Account Type,Basic,2023-07-02
96,212881,Ethnicity,Black,2023-07-16
97,212881,Date of Birth,3/19/2002,2023-07-16
98,212881,Account Type,Platinum,2023-07-16
99,228463,Ethnicity,Other,2023-07-19
100,228463,Date of Birth,11/20/2011,2023-07-19
101,228463,Account Type,Gold,2023-07-19
102,124765,Ethnicity,Black,2023-07-17
103,124765,Date of Birth,10/15/1965,2023-07-17
104,124765,Account Type,Basic,2023-07-17
105,879426,Ethnicity,Other,2023-07-31
106,879426,Date of Birth,9/28/1996,2023-07-31
107,879426,Account Type,Gold,2023-07-31
108,703312,Ethnicity,Other,2023-07-25
109,703312,Date of Birth,12/18/2012,2023-07-25
110,703312,Account Type,Gold,2023-07-25
111,822881,Ethnicity,Other,2023-07-17
112,822881,Date of Birth,3/26/2012,2023-07-17
113,822881,Account Type,Gold,2023-07-17
114,656301,Ethnicity,Asian,2023-07-07
115,656301,Date of Birth,1/31/1994,2023-07-07
116,656301,Account Type,Gold,2023-07-07
117,619806,Ethnicity,Asian,2023-07-17
118,619806,Date of Birth,2/11/1974,2023-07-17
119,619806,Account Type,Platinum,2023-07-17
120,489883,Ethnicity,Asian,2023-07-26
121,489883,Date of Birth,11/21/1972,2023-07-26
122,489883,Account Type,Basic,2023-07-26
123,158161,Ethnicity,White,2023-07-09
124,158161,Date of Birth,10/15/2014,2023-07-09
125,158161,Account Type,Basic,2023-07-09
126,751597,Ethnicity,White,2023-07-14
127,751597,Date of Birth,12/25/1966,2023-07-14
128,751597,Account Type,Basic,2023-07-14
129,766091,Ethnicity,White,2023-07-03
130,766091,Date of Birth,10/24/2013,2023-07-03
131,766091,Account Type,Basic,2023-07-03
132,306535,Ethnicity,Asian,2023-07-13
133,306535,Date of Birth,12/23/1977,2023-07-13
134,306535,Account Type,Basic,2023-07-13
135,306044,Ethnicity,Asian,2023-07-28
136,306044,Date of Birth,5/13/1993,2023-07-28
137,306044,Account Type,Platinum,2023-07-28
138,792923,Ethnicity,White,2023-07-25
139,792923,Date of Birth,10/16/1958,2023-07-25
140,792923,Account Type,Basic,2023-07-25
141,194837,Ethnicity,Other,2023-07-12
142,194837,Date of Birth,6/28/1962,2023-07-12
143,194837,Account Type,Platinum,2023-07-12
144,858519,Ethnicity,White,2023-07-01
145,858519,Date of Birth,1/27/2000,2023-07-01
146,858519,Account Type,Gold,2023-07-01
147,854139,Ethnicity,Other,2023-07-19
148,854139,Date of Birth,7/12/1978,2023-07-19
149,854139,Account Type,Platinum,2023-07-19
150,591539,Ethnicity,White,2023-07-26
151,591539,Date of Birth,11/7/1986,2023-07-26
152,591539,Account Type,Basic,2023-07-26
153,960910,Ethnicity,Black,2023-07-13
154,960910,Date of Birth,12/16/1997,2023-07-13
155,960910,Account Type,Basic,2023-07-13
156,543731,Ethnicity,Asian,2023-07-25
157,543731,Date of Birth,5/18/1989,2023-07-25
158,543731,Account Type,Gold,2023-07-25
159,754172,Ethnicity,White,2023-07-24
160,754172,Date of Birth,7/21/2011,2023-07-24
161,754172,Account Type,Basic,2023-07-24
162,798734,Ethnicity,Black,2023-07-20
163,798734,Date of Birth,11/5/1957,2023-07-20
164,798734,Account Type,Gold,2023-07-20
165,516450,Ethnicity,Black,2023-07-17
166,516450,Date of Birth,1/12/1986,2023-07-17
167,516450,Account Type,Gold,2023-07-17
168,597729,Ethnicity,Other,2023-07-08
169,597729,Date of Birth,2/7/1958,2023-07-08
170,597729,Account Type,Basic,2023-07-08
171,428393,Ethnicity,Black,2023-07-14
172,428393,Date of Birth,5/12/2008,2023-07-14
173,428393,Account Type,Basic,2023-07-14
174,572462,Ethnicity,Black,2023-07-29
175,572462,Date of Birth,5/29/1965,2023-07-29
176,572462,Account Type,Platinum,2023-07-29
177,914893,Ethnicity,White,2023-07-18
178,914893,Date of Birth,1/3/1969,2023-07-18
179,914893,Account Type,Basic,2023-07-18
180,112430,Ethnicity,White,2023-07-19
181,112430,Date of Birth,12/8/1948,2023-07-19
182,112430,Account Type,Basic,2023-07-19
183,220423,Ethnicity,Other,2023-07-04
184,220423,Date of Birth,5/23/1940,2023-07-04
185,220423,Account Type,Platinum,2023-07-04
186,415942,Ethnicity,Asian,2023-07-22
187,415942,Date of Birth,9/16/1947,2023-07-22
188,415942,Account Type,Basic,2023-07-22
189,993957,Ethnicity,Asian,2023-07-17
190,993957,Date of Birth,3/7/1944,2023-07-17
191,993957,Account Type,Platinum,2023-07-17
192,759212,Ethnicity,White,2023-07-29
193,759212,Date of Birth,10/6/2017,2023-07-29
194,759212,Account Type,Platinum,2023-07-29
195,783242,Ethnicity,Other,2023-07-18
196,783242,Date of Birth,2/12/1952,2023-07-18
197,783242,Account Type,Basic,2023-07-18
198,751067,Ethnicity,Black,2023-07-20
199,751067,Date of Birth,9/6/2000,2023-07-20
200,751067,Account Type,Platinum,2023-07-20
201,242782,Ethnicity,Other,2023-07-03
202,242782,Date of Birth,11/4/1942,2023-07-03
203,242782,Account Type,Platinum,2023-07-03
204,563716,Ethnicity,Asian,2023-07-11
205,563716,Date of Birth,2/3/1989,2023-07-11
206,563716,Account Type,Platinum,2023-07-11
207,217393,Ethnicity,Asian,2023-07-24
208,217393,Date of Birth,10/29/1947,2023-07-24
209,217393,Account Type,Platinum,2023-07-24
210,760048,Ethnicity,Black,2023-07-17
211,760048,Date of Birth,4/17/2011,2023-07-17
212,760048,Account Type,Basic,2023-07-17
213,142608,Ethnicity,Black,2023-07-21
214,142608,Date of Birth,8/16/1994,2023-07-21
215,142608,Account Type,Gold,2023-07-21
0,107924,Ethnicity,Black,2023-08-02
1,107924,Date of Birth,9/2/1975,2023-08-02
2,107924,Account Type,Gold,2023-08-02
3,534142,Ethnicity,Black,2023-08-26
4,534142,Date of Birth,11/9/1954,2023-08-26
5,534142,Account Type,Gold,2023-08-26
6,465564,Ethnicity,Asian,2023-08-26
7,465564,Date of Birth,8/12/2015,2023-08-26
8,465564,Account Type,Platinum,2023-08-26
9,488809,Ethnicity,Black,2023-08-23
10,488809,Date of Birth,7/24/2004,2023-08-23
11,488809,Account Type,Platinum,2023-08-23
12,201146,Ethnicity,Black,2023-08-17
13,201146,Date of Birth,7/1/1976,2023-08-17
14,201146,Account Type,Basic,2023-08-17
15,378506,Ethnicity,Other,2023-08-26
16,378506,Date of Birth,7/8/1968,2023-08-26
17,378506,Account Type,Basic,2023-08-26
18,268478,Ethnicity,Black,2023-08-31
19,268478,Date of Birth,6/14/1952,2023-08-31
20,268478,Account Type,Gold,2023-08-31
21,850145,Ethnicity,Other,2023-08-23
22,850145,Date of Birth,4/4/2019,2023-08-23
23,850145,Account Type,Gold,2023-08-23
24,604078,Ethnicity,Asian,2023-08-02
25,604078,Date of Birth,9/18/1997,2023-08-02
26,604078,Account Type,Basic,2023-08-02
27,620952,Ethnicity,White,2023-08-30
28,620952,Date of Birth,9/5/1979,2023-08-30
29,620952,Account Type,Platinum,2023-08-30
30,497542,Ethnicity,White,2023-08-22
31,497542,Date of Birth,5/19/2005,2023-08-22
32,497542,Account Type,Gold,2023-08-22
33,151356,Ethnicity,Asian,2023-08-28
34,151356,Date of Birth,2/11/2013,2023-08-28
35,151356,Account Type,Basic,2023-08-28
36,121769,Ethnicity,Asian,2023-08-13
37,121769,Date of Birth,12/31/1948,2023-08-13
38,121769,Account Type,Gold,2023-08-13
39,647719,Ethnicity,Black,2023-08-01
40,647719,Date of Birth,7/20/2000,2023-08-01
41,647719,Account Type,Gold,2023-08-01
42,124463,Ethnicity,Other,2023-08-18
43,124463,Date of Birth,5/12/1943,2023-08-18
44,124463,Account Type,Basic,2023-08-18
45,642548,Ethnicity,Black,2023-08-08
46,642548,Date of Birth,6/1/2017,2023-08-08
47,642548,Account Type,Gold,2023-08-08
48,115026,Ethnicity,Asian,2023-08-01
49,115026,Date of Birth,2/26/1993,2023-08-01
50,115026,Account Type,Basic,2023-08-01
51,340036,Ethnicity,Other,2023-08-25
52,340036,Date of Birth,10/16/1952,2023-08-25
53,340036,Account Type,Gold,2023-08-25
54,881809,Ethnicity,White,2023-08-10
55,881809,Date of Birth,10/29/1961,2023-08-10
56,881809,Account Type,Basic,2023-08-10
57,127539,Ethnicity,Other,2023-08-27
58,127539,Date of Birth,10/2/2001,2023-08-27
59,127539,Account Type,Platinum,2023-08-27
60,732882,Ethnicity,White,2023-08-18
61,732882,Date of Birth,6/15/1950,2023-08-18
62,732882,Account Type,Platinum,2023-08-18
63,716137,Ethnicity,Other,2023-08-15
64,716137,Date of Birth,1/6/1987,2023-08-15
65,716137,Account Type,Basic,2023-08-15
66,911428,Ethnicity,Black,2023-08-27
67,911428,Date of Birth,5/4/2005,2023-08-27
68,911428,Account Type,Gold,2023-08-27
69,350315,Ethnicity,Black,2023-08-31
70,350315,Date of Birth,4/11/2014,2023-08-31
71,350315,Account Type,Gold,2023-08-31
72,527503,Ethnicity,White,2023-08-15
73,527503,Date of Birth,1/8/1967,2023-08-15
74,527503,Account Type,Gold,2023-08-15
75,793732,Ethnicity,Asian,2023-08-28
76,793732,Date of Birth,5/19/1986,2023-08-28
77,793732,Account Type,Platinum,2023-08-28
78,499227,Ethnicity,Other,2023-08-03
79,499227,Date of Birth,9/12/1978,2023-08-03
80,499227,Account Type,Gold,2023-08-03
81,697757,Ethnicity,Other,2023-08-30
82,697757,Date of Birth,2/3/1989,2023-08-30
83,697757,Account Type,Gold,2023-08-30
84,414182,Ethnicity,White,2023-08-30
85,414182,Date of Birth,1/24/1973,2023-08-30
86,414182,Account Type,Gold,2023-08-30
87,894124,Ethnicity,Asian,2023-08-18
88,894124,Date of Birth,10/20/1981,2023-08-18
89,894124,Account Type,Gold,2023-08-18
90,425443,Ethnicity,Black,2023-08-04
91,425443,Date of Birth,7/17/1977,2023-08-04
92,425443,Account Type,Platinum,2023-08-04
93,557275,Ethnicity,Other,2023-08-09
94,557275,Date of Birth,9/9/1999,2023-08-09
95,557275,Account Type,Platinum,2023-08-09
96,940236,Ethnicity,White,2023-08-20
97,940236,Date of Birth,12/28/1957,2023-08-20
